Hospital,Billing Amount
Rhodes Sons and,14852.51330615889
Sons Ryan and,14849.6509602989
"and Whitaker Howe, Thomas",14847.610460720623
Palmer-Fleming,14847.592612235758
Bullock Sons and,14845.09570089727
Ferguson-Moore,14844.802353095689
"and Allen, Taylor Bennett",14843.248700992004
"Mcdonald Lee, and Fitzpatrick",14837.811729825176
Roy-Rocha,14837.804075912149
"Curtis Wolfe, and Jenkins",14831.718388642565
Stanley-Davis,14831.211789538944
"and May, Olson Wright",14829.327783450814
Gonzales-Liu,14828.453718781702
Moreno Group,14826.88823758498
"Perry Mcdonald, and Rodriguez",14826.278162067803
"and Compton Macdonald, Duran",14825.276836945215
Stanley and Sons,14824.934793734828
Paul-Charles,14823.807978398136
Powell-Ponce,14822.644121895735
"Rodriguez and Foster Richards,",14819.048594278622
"Walker Parker Reynolds, and",14817.17389039283
"and Miles, Lyons Foster",14814.281278405482
"and Valentine, Benitez Carey",14814.141462213463
Mcmahon-Powers,14809.959553204726
Powell-Simpson,14807.347545306548
"Cobb Stewart, and Morris",14807.327681097697
"Henry, Hardin Rodriguez and",14805.534301930637
"and Marks Arnold Alvarez,",14804.390667496084
"Hall Mason and Clark,",14800.021664611051
Edwards-Buck,14798.590223997662
Wilson-Green,14796.790425454214
"Williams Wilson, and Cox",14795.36144720395
Hammond Group,14790.62149572797
Howard-Andrews,14790.587204972926
"and Scott, Martinez Wilcox",14786.822008735677
Howard-Sanchez,14784.6009624723
Hernandez-Freeman,14783.102287224045
Peterson-Wolf,14780.481013686494
"Brown Nelson Camacho, and",14780.253057992652
Lee-Bridges,14779.837730392464
Humphrey Group,14778.316564673016
Johnson-Mueller,14774.978836095044
Bentley PLC,14773.68509870243
"Donovan Hampton, and Weaver",14769.51113826672
"Mccormick, Rodgers Young and",14767.015237041607
"Sampson, Wilson and Brown",14764.822863672369
"Hall Davis and Adams,",14764.458465880389
Anderson-Higgins,14763.849587521636
"and Williams Perez, Howard",14762.266177616775
Savage Ltd,14762.044534634028
Nunez-Medina,14761.720806034022
"Thompson, and Warren Murray",14760.56756253633
Pope-Day,14759.39929135517
Campbell-Obrien,14759.309327314488
"Holmes, and Levine Eaton",14758.467727964777
Meyers-Murray,14757.166653511027
"and Franco Warner Gibson,",14755.545376172184
Henderson-Garcia,14754.985636337036
Choi-Miller,14754.293717040118
Castillo-Marquez,14752.11102467762
"Sanchez Castillo, Miranda and",14751.635242748704
"Obrien Morales Oneill, and",14749.874732272558
"House Baldwin and Cruz,",14747.489617585825
Stewart-Garcia,14746.397631086533
Terry-Anderson,14746.180447556158
"Boyd and Hamilton, Lee",14743.34832857438
Inc Carpenter,14741.321325194964
Gentry-Snyder,14738.594219355788
Stevens-Joseph,14737.613867090717
Suarez-Proctor,14736.295687993908
Sawyer-Mahoney,14735.415385910888
David-Sellers,14735.405267710632
Graham-Parsons,14735.284332835115
and Leonard Sons,14734.610387601382
Chavez-Graves,14733.672866602607
"Schmidt Guerra, Anderson and",14730.53758024641
"Schmidt and Dillon Austin,",14729.643874303125
Noble-Chen,14728.668090816507
Sanchez and Sons,14728.366305072426
and Mason Sons,14727.98869503963
"Cross, and Mcneil Palmer",14724.894812745264
Irwin-Johnson,14720.418425242333
Mcknight-Buck,14719.961229583852
Ltd Odom,14718.354029090588
"and Summers Edwards, Bailey",14716.126167374234
"Ray, Miles Christian and",14715.338324170109
"and Cordova Rollins Schmidt,",14714.962721835504
Miller-Mcintyre,14714.04176830839
Spencer-Weiss,14713.94139959671
"Wiggins Randall, Brown and",14711.896499057942
Reid-Snyder,14710.032157692727
Rogers-Herrera,14709.421393596744
Austin-Lin,14708.718412388542
and Sons Mora,14705.640636761298
"Ellison and Sharp Mcguire,",14705.56223253821
"Mercado Phillips Nelson, and",14702.772432260794
Carr-Griffin,14700.388858210845
"Potter, and West Randall",14700.326565439353
Gaines-Mejia,14697.54859418866
Hernandez-Valdez,14697.456429592234
"Adams and Brown Benson,",14697.319017525995
"Adams, Hayes and Gardner",14695.314831927071
"Wolfe and Ingram, Cole",14694.02700051059
"Robinson, and Butler Miller",14691.259402030872
"and Williams Austin, Lee",14691.03868872582
"Griffin Williams Mckay, and",14690.495915884438
"Nunez, Potts and Green",14689.5911125795
"Barton Dunn, and Flores",14688.497725152129
Leonard-Walter,14683.54709908476
"Carlson Santana, Atkins and",14683.16071844538
"Rodriguez, Campbell and Moore",14681.249610052926
and Holloway Sons,14681.084819895212
Newton PLC,14681.04093447432
Beck-Galloway,14681.016360125932
Wallace-Nielsen,14676.22034239702
"Cook, Small Monroe and",14673.676748056736
Reese-Cunningham,14672.60456085814
"Chavez Simmons Pace, and",14671.36489200181
Mcclure-Sparks,14669.183462005672
"White Evans, and Grant",14667.752843099704
Patterson-Gordon,14664.68987645325
"Oconnor Swanson and Scott,",14664.1550994583
"and Johnson Wright Carter,",14657.573294090143
"Rogers Baker Shepherd, and",14657.519757130562
Whitney-Simpson,14657.49807581418
"Wolf Lewis, and Griffin",14656.709132765656
Ingram-Benson,14654.739432329492
"Carson, Williams Hicks and",14654.572717720195
Williams-Mason,14653.006440955563
Barron-Phillips,14652.851008979414
"Lewis Lewis, Adams and",14651.950811358456
"and Jones Wilson, Kelly",14651.456599086734
"Foster Phillips, Abbott and",14651.252664594216
"Sharp and Jones Allen,",14651.18705758511
"Jones and Martin Nielsen,",14650.618994514964
"and Solomon Leon, Suarez",14649.696153990792
Smith-Russell,14648.938523352605
Robertson-Freeman,14648.444318562611
"Alexander Simmons and Martinez,",14648.1731090729
"Miller, Foster and Evans",14646.719852632452
Evans-Benson,14645.357698380863
"and Todd Munoz Foster,",14644.516573423083
Cooper-Martin,14642.8017897709
"Jones, Wolfe Brewer and",14642.326316163308
Walton PLC,14641.504460876526
"and Montoya Flores, Boyer",14640.006776366872
Ltd Daniel,14639.718643045868
Ltd May,14637.82642244733
Shah Group,14636.036409159056
"Anderson Watson Moody, and",14632.636221179584
Hernandez-Todd,14631.955140780516
"and Roy Torres, Nelson",14630.9075284652
Martin-French,14630.601646177533
"Jordan and Espinoza Garrett,",14625.229607503565
"Graham and Wheeler, Holt",14625.112743502537
"Brown Nixon, and Taylor",14624.469834003354
Morton-Morales,14624.106493211097
Harrison-Valenzuela,14622.042802191452
Gray-King,14618.8971477309
"Campbell, Robinson and Ramirez",14609.030436953204
Baldwin-Schultz,14608.400095200275
Stein-Leonard,14607.044409722008
Vega-Edwards,14606.640285182477
"Stone and Meyer Tucker,",14603.571349815227
Inc Eaton,14603.163527880122
"George Salazar Walker, and",14599.012157390682
Pope-Cisneros,14596.946672312431
"Coleman Roberts, Kelly and",14596.138506452426
Sawyer-Marshall,14596.07243910326
"Johnson Smith Morgan, and",14595.90863851662
Whitehead-Mathews,14595.621435030112
"Ward and White, Morales",14593.819388847023
"Jones Peterson, and Bell",14593.697624475297
and Sons Morrison,14590.353756495078
Crawford-Hill,14589.783066936334
"West and Rivas, West",14588.003148719126
Whitaker-Shea,14585.477101717472
Moran-Chan,14582.05479549527
"and Glenn Williams Shannon,",14581.894074867816
"and Hawkins, Jackson Charles",14581.188902734317
"Wheeler, Hernandez and Miller",14579.703840106356
Bailey-Bean,14579.59359067638
Jenkins-Smith,14578.85859575369
and Sons Stafford,14578.178700193754
Benjamin-Williams,14577.99967702475
Lewis-Greene,14571.42279970705
"and Watson Lee, Sexton",14570.38338835742
Fisher-Cox,14569.983683112054
Williams-Mahoney,14567.997276268754
"Gomez and Espinoza, Wilson",14564.74608273018
"Smith, and Cole Carter",14559.357038870574
Watson-Butler,14558.32807478827
"and Garcia, Edwards Olson",14554.176058749536
"and Hernandez, Townsend Thompson",14553.60312490102
"and Green Garza Ware,",14551.880298526852
"and Hobbs Jensen Johnson,",14551.561541751127
"Garcia Schroeder, Gilbert and",14550.232664597324
Curtis-Lin,14549.494670632204
"Austin, Barron and Moore",14548.391834472935
Cunningham-Salinas,14546.478612727198
Martin-Ramsey,14542.9324959223
"and Hall Johnson, Brown",14542.325009507173
Casey Inc,14538.410517084718
Ellis-Eaton,14537.469413977591
Garrett-Morgan,14537.287584486136
"and Decker, Warner Farmer",14536.085638132998
"Anderson, Long and Soto",14535.714672362566
Jackson-Green,14533.530779087509
"Scott and Mccormick Martin,",14533.363946775406
Evans-Macdonald,14533.329533576643
Hartman-Williams,14532.916087812237
Perez-Hamilton,14532.340491757172
"Brooks Alvarez and Smith,",14532.117832319576
"Savage Gross and Adkins,",14531.597379388437
Webb-Curry,14531.482937481507
Gill-Fuller,14529.616187877333
"and Ellis Hernandez Hunter,",14529.558080142991
"Wheeler Bennett, Hines and",14529.406924758565
"Moore, White and West",14528.295262473006
"Smith, and Wood Scott",14528.21674284438
"and Hughes Johnson Ward,",14528.214755657957
"and Schroeder Fuller Jones,",14526.452450993447
"Williams and Mccarthy, Garcia",14524.258409665714
"Haney, and Diaz Watson",14519.312918981885
Bennett LLC,14518.51568947517
Spencer-Rhodes,14517.128784512266
"Huff Miller and Thomas,",14516.748140346082
Gonzales-Morris,14515.885296972916
"Pineda, Phelps Webb and",14514.057619571098
Blake and Sons,14513.409464430932
Kerr-Young,14511.544878284592
"Escobar Barajas and Murphy,",14510.60210425602
Sons and Brooks,14509.249580307793
"Castaneda, and Berg Johnson",14506.314906937974
"Anderson Simmons, George and",14505.288680943338
"Morales, and Sheppard Gregory",14504.615705791912
Anderson-Jones,14503.758034008824
Hernandez-Rodriguez,14502.827699672354
and Dean Sons,14501.50612856969
Cervantes LLC,14500.528154820253
Long-Gonzales,14498.830786579943
Hood-Martin,14497.315607066566
Rice-Murphy,14496.778227663506
Blackwell-Alvarez,14496.486226415274
"Barnes Kennedy Thomas, and",14495.671202508844
Rojas-Robinson,14495.12206285161
Perez-Williams,14494.052065685437
"Mendoza Jennings, and Petersen",14492.097221191689
"and Turner Shannon, Smith",14491.629278733531
"Wright Shaw and Nielsen,",14491.46119104337
Arroyo-Nielsen,14491.13642762673
Morris-Daniels,14490.8597692272
Kramer-Santos,14489.941508845695
"Shah and Craig, Huynh",14488.956170885953
Hughes-Woods,14488.435439634912
"and Scott Buchanan Cooper,",14486.437161008627
Gray-Solomon,14485.28255386547
Suarez-Becker,14483.776109626326
Bridges-Lynch,14482.615000780443
"Baker, Johnson Rich and",14480.52492001902
Edwards-Austin,14479.718290902398
Solomon-Clark,14479.221327248137
Glass-Baker,14474.664374821965
"Hill, Flores and Moreno",14473.434410637796
Gonzalez-Maldonado,14472.102966635137
"and Rivers, Rivas Medina",14471.977971028133
"Williams and Thomas, Kim",14469.287271526651
Brewer-Weaver,14468.08680019919
Watson-Young,14467.40596463143
Alexander-Mcdaniel,14465.143560720133
"and Chang, Franklin Conway",14464.12146814785
"and Briggs, Rogers Murillo",14462.165239963138
Perkins-Miller,14461.425972888512
"French Harris English, and",14461.254020779104
Baker-Griffith,14460.937722635994
Fitzgerald-Morris,14460.680116426893
Inc Finley,14457.863182688963
Shields-Peterson,14454.14792065542
and Sons Houston,14450.765413758989
PLC Todd,14448.250010387397
Williams-Henderson,14447.795340376288
Ruiz-Roman,14440.573974954568
Roberts-Taylor,14437.60890161359
"Cooper, and Wright Harvey",14437.380707070788
Morgan-Walker,14437.141787826902
"Gibson, and Joseph Kennedy",14433.819033374086
"and Pratt Turner, Roth",14430.811609275834
Warren-Martin,14426.815753972714
Garcia-Bennett,14425.888133569615
Moore-Allen,14424.55405117553
Horne-Thomas,14422.045152344732
Franklin-Clark,14421.95878990295
"Bradley Woods Morton, and",14421.749511764416
"Wallace Mahoney, Taylor and",14421.338963830509
"and Prince, Spencer Jennings",14421.301244020346
Washington-Cummings,14420.371091141653
Boyd-Gomez,14419.169755743063
"Harris and Gray, Camacho",14416.592868499974
and Ochoa Sons,14415.58313522954
Crosby-Shelton,14415.17020316116
"Bowen Lewis and Singh,",14414.184690672364
"Villanueva, Ballard and Williams",14412.48102637921
Inc Luna,14409.340663921635
Allen-Sullivan,14406.331523299365
"Walsh, Howell and Jennings",14405.939243142044
Griffin-Wall,14402.468530950897
Mccoy-Ayala,14399.387686164571
"Howe Shaw and Peterson,",14398.967911736823
Keith Group,14397.211776097136
Smith-Wagner,14393.99930612322
Lewis-Miranda,14388.116124909016
Luna-Henry,14387.2851535679
Myers-West,14385.16781744832
Matthews Ltd,14382.826297218357
"Wright Kelley, and Long",14382.647173501173
"and Walton Rowe, Hubbard",14381.781822741954
"and Roth, Young Smith",14381.27837444211
Reid-Allen,14379.273206304131
"Sullivan, and Mcintosh Lin",14378.510499230704
"Smith and Johnston, Collins",14377.33431849461
"Hunt, and Williams Perez",14376.652979630006
"Morales and Mathis Davis,",14372.684942201782
Moore-Waters,14371.539698666104
Reed-Gonzalez,14371.123706926664
Keith-Marquez,14371.073218375246
"Soto, and Porter Leon",14370.790422859836
"Moreno Rodriguez, and Duran",14370.462068523826
Inc Mcgee,14370.058265987673
"and Delacruz, Montes Knight",14368.071434568776
Rocha-Medina,14367.014964361888
"Alvarez and York Rocha,",14366.755876918607
"Brown, and Ayala Sims",14365.21949037615
Cervantes-Morrison,14364.115032643687
Becker Sons and,14362.43610197668
"Gill, and Casey Martinez",14361.086304076376
Ward-Burke,14357.653935997101
Hanson-Harris,14355.008174127155
Richardson-Solis,14354.724786577715
"Carlson, and Wilkinson Jones",14354.069081924188
"and Mcbride Thompson Carter,",14354.05954912719
"Miranda, Keith Cole and",14353.271508290449
"and Hopkins, Lowery Wright",14352.15383795961
"Wheeler, Johnson Fisher and",14348.22777330449
Gallegos-Bird,14346.472142437024
Romero-King,14345.079387585783
Diaz-Carroll,14345.028883100977
"and Brown Anderson, Moyer",14343.346724164005
Pennington-Bowen,14343.24763467756
Parker-Jacobs,14343.24399028641
Knapp-Shah,14340.91871247891
"Huff Lee Peterson, and",14340.753407681012
"Murphy Jimenez, Gonzalez and",14340.578378639077
Stephens-Diaz,14338.830775409057
"Arnold Williams Baker, and",14333.792057194363
Anthony-Mcconnell,14331.899482908962
Martin-Drake,14330.273051456445
"York Miller, and Kelley",14330.092262966027
"and Rhodes, Johnston West",14328.995404424131
"Porter, Schneider and Mckinney",14326.728783716902
"Melton Savage, and Dorsey",14323.578811702237
Maldonado-Anderson,14321.848043601018
Johnson-Wise,14320.69476333126
Hill-Gates,14317.502812706132
"and Valencia Gallagher, Salazar",14316.64889146013
Simpson-Holmes,14312.662301682876
Anderson-Franklin,14312.652214894031
Olson and Sons,14312.528315310292
Summers-Gibson,14311.812675931717
"Allen, Jackson and Walker",14310.077356406444
Martinez-Horton,14306.79228412724
"Dixon Tran Larson, and",14305.496887782048
"Chapman Black and Bell,",14304.52946354935
"Lee and Flores, Carter",14303.158074788576
"and Calderon Swanson, Simon",14301.717916576814
"and Lee Jones, Coleman",14298.933179153271
Jones-Collins,14298.228040683409
"Yates and Dixon Rogers,",14298.030007646072
"Acevedo and Hart, Hernandez",14296.214349848415
Arellano-Ramirez,14295.234151900157
Smith-Patterson,14294.7158768119
"Johnson, and Smith Brown",14294.627637081623
"James Turner, and Yu",14292.517476061596
"Ray, Cain and Miller",14291.698915695884
Marks-Patrick,14291.452349150602
"and Lee Castillo, Johnson",14290.875400514116
"Harrell Spencer, Jacobson and",14288.581819697698
Ltd Horton,14287.65502387124
"and Velasquez Marshall, Contreras",14285.98547048182
"Green, and Bell Silva",14284.00087778709
"Tucker and Villarreal Wells,",14282.961882515458
"Giles and Barnett Ortiz,",14281.1916626242
Figueroa-Hayden,14280.609996105202
Robbins-Underwood,14280.285482220885
White-Small,14279.656562128685
Payne-Lynch,14277.842049906105
"Anderson Ortiz, Freeman and",14276.567421715685
Sanchez-Hernandez,14276.471196023966
"Eaton and Ryan, Allen",14274.970581303096
Yu-Bryant,14273.011155137356
Sharp Ltd,14271.841662997604
"Owen and Dennis Willis,",14271.60354890506
"Powers and Thomas Thompson,",14269.966836104884
"Walker Reynolds, Rivera and",14267.579752739462
"Taylor Mcintosh and Ross,",14265.93681336909
Nelson-Edwards,14265.811616217688
Pruitt-Carpenter,14264.294400338564
"and Morales, Olson Norris",14263.6979480534
Osborn-Warren,14263.522512479803
Robles-Reynolds,14262.035511775322
"Stevens, Cunningham and Gilbert",14260.641444559464
"Cruz and Henderson, Pitts",14257.456046869038
Sloan-Johnson,14255.394885893727
"and Eaton, Haynes Taylor",14249.292397959422
Kaiser-Wilson,14247.533206204278
"Cervantes, Wells and Barker",14245.348920462486
"and Baxter Johnson Stanley,",14245.217323846648
"Miller Thomas, and Baker",14243.52207679057
"and Davis Butler Simpson,",14243.516226090616
Sons and Holt,14242.884412539552
Group Roman,14239.493987569524
Ltd Best,14238.248656879156
Cummings PLC,14237.730680399178
"Patel, Lawson and Phillips",14235.242600932776
"and Olson Moore Simpson,",14229.799130957086
"Rogers Smith Massey, and",14229.341863614189
White-Rowe,14227.32115830744
Rodriguez-Cruz,14225.329853371752
Wilson-Chen,14224.312292911767
"Russell Diaz and Terry,",14223.78007123624
"Williams and Hansen Daugherty,",14223.528161225644
Lozano-Horn,14221.885190815749
Odom-Keller,14219.533388904538
Sanchez-Perez,14218.61147223606
Burch-Friedman,14218.513446896504
Sims-Leon,14217.629448749289
"Gallagher Clark, House and",14216.524130757682
Mcguire-Garner,14216.333689388655
Dickerson LLC,14213.665395666878
"and Shelton Wright, Walter",14213.61551819179
"Gutierrez King and Sullivan,",14213.55910974321
